properties{
  x = 5605,
  y = 10089,
  width = 1120,
  height = 1120,
  world = "outside_world",
  tileset = "2",
  music = "field",
}

tile{
  layer = 0,
  x = 992,
  y = 136,
  width = 32,
  height = 8,
  pattern = 629,
}

tile{
  layer = 0,
  x = 1040,
  y = 136,
  width = 32,
  height = 8,
  pattern = 629,
}

tile{
  layer = 0,
  x = 888,
  y = 120,
  width = 192,
  height = 16,
  pattern = 628,
}

tile{
  layer = 0,
  x = 1016,
  y = 128,
  width = 32,
  height = 48,
  pattern = 1431,
}

tile{
  layer = 0,
  x = 1040,
  y = 536,
  width = 8,
  height = 16,
  pattern = 627,
}

tile{
  layer = 0,
  x = 1040,
  y = 544,
  width = 32,
  height = 48,
  pattern = 1431,
}

tile{
  layer = 0,
  x = 464,
  y = 0,
  width = 48,
  height = 48,
  pattern = 49,
}

tile{
  layer = 0,
  x = 416,
  y = 0,
  width = 48,
  height = 96,
  pattern = 49,
}

tile{
  layer = 0,
  x = 368,
  y = 0,
  width = 48,
  height = 144,
  pattern = 49,
}

tile{
  layer = 0,
  x = 320,
  y = 48,
  width = 48,
  height = 128,
  pattern = 49,
}

tile{
  layer = 0,
  x = 224,
  y = 96,
  width = 96,
  height = 128,
  pattern = 49,
}

tile{
  layer = 0,
  x = 176,
  y = 112,
  width = 48,
  height = 144,
  pattern = 49,
}

tile{
  layer = 0,
  x = 96,
  y = 168,
  width = 80,
  height = 128,
  pattern = 49,
}

tile{
  layer = 0,
  x = 48,
  y = 176,
  width = 48,
  height = 176,
  pattern = 49,
}

tile{
  layer = 0,
  x = 0,
  y = 240,
  width = 48,
  height = 160,
  pattern = 49,
}

tile{
  layer = 0,
  x = 488,
  y = 0,
  width = 24,
  height = 32,
  pattern = 275,
}

tile{
  layer = 0,
  x = 440,
  y = 0,
  width = 48,
  height = 64,
  pattern = 275,
}

tile{
  layer = 0,
  x = 208,
  y = 120,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 192,
  y = 136,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 176,
  y = 152,
  width = 16,
  height = 104,
  pattern = 275,
}

tile{
  layer = 0,
  x = 96,
  y = 184,
  width = 16,
  height = 120,
  pattern = 275,
}

tile{
  layer = 0,
  x = 80,
  y = 200,
  width = 16,
  height = 120,
  pattern = 275,
}

tile{
  layer = 0,
  x = 64,
  y = 216,
  width = 16,
  height = 120,
  pattern = 275,
}

tile{
  layer = 0,
  x = 48,
  y = 232,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 0,
  y = 280,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 16,
  y = 264,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 32,
  y = 248,
  width = 16,
  height = 112,
  pattern = 275,
}

tile{
  layer = 0,
  x = 384,
  y = 0,
  width = 56,
  height = 128,
  pattern = 275,
}

tile{
  layer = 0,
  x = 336,
  y = 40,
  width = 48,
  height = 136,
  pattern = 275,
}

tile{
  layer = 0,
  x = 328,
  y = 216,
  width = 16,
  height = 16,
  pattern = 269,
}

tile{
  layer = 0,
  x = 272,
  y = 88,
  width = 64,
  height = 96,
  pattern = 275,
}

tile{
  layer = 0,
  x = 224,
  y = 96,
  width = 48,
  height = 120,
  pattern = 275,
}

tile{
  layer = 0,
  x = 184,
  y = 296,
  width = 16,
  height = 16,
  pattern = 269,
}

tile{
  layer = 0,
  x = 112,
  y = 168,
  width = 64,
  height = 120,
  pattern = 275,
}

tile{
  layer = 0,
  x = 232,
  y = 40,
  width = 16,
  height = 16,
  pattern = 271,
}

tile{
  layer = 0,
  x = 104,
  y = 120,
  width = 16,
  height = 16,
  pattern = 271,
}

tile{
  layer = 0,
  x = 0,
  y = 240,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 16,
  y = 224,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 32,
  y = 208,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 48,
  y = 192,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 64,
  y = 176,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 80,
  y = 160,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 96,
  y = 144,
  width = 16,
  height = 16,
  pattern = 187,
}

tile{
  layer = 0,
  x = 16,
  y = 240,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 32,
  y = 224,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 48,
  y = 208,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 64,
  y = 192,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 80,
  y = 176,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 96,
  y = 160,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 0,
  y = 256,
  width = 16,
  height = 16,
  pattern = 188,
}

tile{
  layer = 0,
  x = 0,
  y = 272,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 16,
  y = 256,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 32,
  y = 240,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 48,
  y = 224,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 64,
  y = 208,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 80,
  y = 192,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 96,
  y = 176,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 112,
  y = 176,
  width = 48,
  height = 16,
  pattern = 17,
}

tile{
  layer = 0,
  x = 160,
  y = 160,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 176,
  y = 144,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 192,
  y = 128,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 208,
  y = 112,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 224,
  y = 96,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 240,
  y = 96,
  width = 80,
  height = 16,
  pattern = 17,
}

tile{
  layer = 0,
  x = 320,
  y = 80,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 336,
  y = 64,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 352,
  y = 48,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 368,
  y = 32,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 384,
  y = 16,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 400,
  y = 0,
  width = 16,
  height = 16,
  pattern = 23,
}

tile{
  layer = 0,
  x = 0,
  y = 288,
  width = 16,
  height = 16,
  pattern = 24,
}

tile{
